,chile,cover,fraud_car_insur,fraud_creditcard,korean5,mammography,piechart2,pizzacutter1,satellite,winequality
roc_upu,0.017006168132872146,0.025105534949003284,0.015416371594773461,0.08891404171519954,0.024519921599483813,0.030967868742720898,0.1215525198524859,0.0585351160187438,0.04005441654657515,0.0916719127649936
ap_upu,0.07696645376111043,0.07164755610180999,0.023158515902441626,0.2534758815156702,0.0842145879262367,0.047859869958266625,0.08296666788501793,0.07648318182510591,0.09867918480215758,0.037906581995333144
f1_upu,0.044124394527572865,0.05057688684171742,0.02047421005850277,0.23160431719314642,0.038406610152853085,0.04282992120784506,0.10950672016117736,0.05906106201650314,0.07585601460264181,0.06864541496381013
f1_ci_upu,0.03757115060129637,0.07591083719950777,0.018585378270824814,0.13200310462922912,0.04450135373010419,0.03911541051250273,0.07677581328820587,0.04796919899995419,0.06773423276673007,0.054794393399167515
f1_max_upu,0.04902706046506397,0.05328918986089456,0.01706116838864423,0.21463379899266813,0.052813412697859136,0.04073380972825249,0.136833299170973,0.05365268435371143,0.07694906924632564,0.07301915783598664
roc_nnpu,0.01350876410042111,0.007527937302262415,0.014574812869233964,0.07238568247848844,0.018700811448475532,0.02513174113901727,0.10007807857348235,0.06263697931687427,0.03476029310703621,0.0641165710949916
ap_nnpu,0.06702595528935067,0.038706425150588065,0.020340333318900165,0.21406706552725419,0.08031795622256141,0.060897779350937965,0.06738467110357661,0.11673257681344376,0.09393473317510277,0.04397183006460522
f1_nnpu,0.0727888723950636,0.0833409238449777,0.02493007593608693,0.3219680255932477,0.09548027262151809,0.05516696681413107,0.055901699437494734,0.1355331379758977,0.1487345783835064,0.041652086889655555
f1_ci_nnpu,0.06674293555858701,0.034227028424969656,0.022890314910947285,0.2120104778229385,0.05923570493553747,0.05756746842841989,0.10822528517222903,0.1300715757675973,0.0886769601625918,0.10157009780730165
f1_max_nnpu,0.06412103555697604,0.03694806645606294,0.017501753088680454,0.2060369350663352,0.05519352263864895,0.054461335719795965,0.11703983716896602,0.09227827019629607,0.08940568946465742,0.0806349345028308
roc_imbnnpu,0.011463850567455643,0.012342684617857938,0.01900921461163823,0.0899740043365393,0.01839869531983695,0.021749330503155057,0.09559089653224025,0.06569469703304058,0.03259966883636607,0.08109014742402271
ap_imbnnpu,0.07148570564822446,0.041453999322517456,0.01854092921058488,0.19703427876993979,0.06475474585096093,0.06841816991857967,0.07409536486779457,0.10862338463973498,0.09260633683428224,0.05144525215205318
f1_imbnnpu,0.08908827006128693,0.08540045744460299,0.020744035011565937,0.27010656702494074,0.10255382811733704,0.06202616328623112,0.04969039945030492,0.11570726161725663,0.14623769818103483,0.047075115362860166
f1_ci_imbnnpu,0.07563050540064327,0.04235201758518727,0.028700616858851533,0.19065879127452254,0.052881807087101974,0.059794309726382444,0.08326027400449094,0.10801262976061808,0.0681924872955789,0.07795363805859261
f1_max_imbnnpu,0.059879096774431505,0.04506675459100668,0.018278732230621247,0.22294536144995675,0.046075797376240984,0.05574920367084168,0.10548742157472675,0.08287292737671284,0.08969297724440477,0.0755695288709019
roc_dt_hd,0.03127839321698384,0.0478402308359496,0.016470812304515168,0.10193743662919783,0.0386303111732004,0.039372328106219184,0.06259554881974311,0.07990590242704128,0.061606970246502725,0.08357464446886702
ap_dt_hd,0.05260400495567593,0.09528907975760174,0.02043504617877422,0.20969930795040817,0.09223317756990806,0.0727384690872561,0.03233230045456359,0.06279616737754268,0.13835638961626723,0.022446942266148316
f1_dt_hd,0.12466966676368742,0.2448441816681758,0.024489623249404294,0.21669673041619103,0.3147219439580682,0.18157288961842027,0.08928012167465016,0.09617187002806156,0.20643661041398173,0.03974135141368583
f1_ci_dt_hd,0.059361808677681656,0.052448760082569455,0.02226766151334372,0.21669673041619103,0.09389846877778744,0.09957075655679921,0.0925930083191377,0.0865516799366028,0.12685025974628444,0.0647039022696072
f1_max_dt_hd,0.05200980915191707,0.05356228964308462,0.021018275252876247,0.21669673041619103,0.056118539263322664,0.06212657464573666,0.1031442299059742,0.08789208291233831,0.11983970412120147,0.05995590689521157
roc_dt_puhd,0.03306746469523937,0.03937927328624271,0.01563994029322667,0.13550943347295955,0.04496060568323992,0.039988611027077646,0.06760241127588953,0.08244924204904515,0.060068619028862846,0.07736520214790077
ap_dt_puhd,0.06554645784680939,0.09278250010662807,0.020848278294754205,0.19864608392775815,0.10238400633736372,0.07105584672704349,0.027852845987148846,0.08065100627369418,0.13391008311582012,0.019249620187685914
f1_dt_puhd,0.11553470814030783,0.05834389762367859,0.03621337683817875,0.25107427215028744,0.1869109561793965,0.15848532685581523,0.062524999149047,0.146639592180498,0.12807323688130187,0.04055077432016839
f1_ci_dt_puhd,0.05525433906145671,0.05391277482590429,0.022203488959916928,0.23094029945559247,0.10435168233514434,0.09262867970481227,0.10379255132502753,0.08463871088452343,0.11724632761577625,0.06262815118278191
f1_max_dt_puhd,0.06140744860629024,0.05391277482590429,0.020604461928587354,0.23094029945559247,0.06440258073218663,0.05416068334828944,0.11192630758518689,0.10000881900011573,0.12565667853865178,0.05942279345337075
roc_rf,0.01836952442211808,0.0039101027873956916,0.01602267440250772,0.08383790948929283,0.02243516470552836,0.02872933821918492,0.11024161570889247,0.04073895209221365,0.025552980528659938,0.03989684351456114
ap_rf,0.08318125116870213,0.03416002423563972,0.02339276667081793,0.19538839575962316,0.0871657646630355,0.06246606482264398,0.07913699031775283,0.09607437505792518,0.08189909459121406,0.032628297234922915
f1_rf,0.07380976721262145,0.07559476222881809,0.008271594174132882,0.2900516639458418,0.10565824234447678,0.04479324703108415,0.08264800548848404,0.1371679226479678,0.13190619268762177,0.0718038350255732
f1_ci_rf,0.009374840937616357,0.06046390555001369,0.007451543978449144,0.11742045228842864,0.025732851547266844,0.06530310373614034,0.05147297329559443,0.0319139363194926,0.024835375747967302,0.012397556400394001
f1_max_rf,0.05550104895227494,0.04519505067867533,0.01972673123847313,0.14113713366413913,0.06552996196418671,0.03989288094910154,0.10496708780668541,0.059759314989925184,0.064271499062377,0.047844825467810055
roc_rf_puhd,0.01873849392257424,0.006441716608574648,0.015529552673191262,0.08859159886886071,0.02633016162214039,0.01932698379976304,0.10741784959033865,0.050539235359218754,0.035803717603003375,0.05333797101597992
ap_rf_puhd,0.06459628377613315,0.028856822898861913,0.02210469879807174,0.1932454293413866,0.05899741862269981,0.045800921701795796,0.04068093451770816,0.10305538211986896,0.08124790232194012,0.051351201999596814
f1_rf_puhd,0.05846294738949684,0.07975308294527417,0.0,0.15331402908608185,0.12962248244636448,0.058777102948569734,0.0,0.0671780035523355,0.1836767003587424,0.0
f1_ci_rf_puhd,0.03661866834565892,0.058557372543577395,0.01636993095001598,0.18834124277845293,0.044574027093008145,0.02308136997629888,0.057132320402998496,0.051046617243371784,0.037345075607145554,0.054532281911515414
f1_max_rf_puhd,0.05980021972499479,0.030837706821169653,0.01517628831438406,0.13928788231979256,0.044806026470821735,0.03717729168527872,0.09316642005113651,0.0830412183091174,0.07340053501463424,0.06816286730566534
roc_srf_puhd,0.01794225877375849,0.005445111297319034,0.016216381999703943,0.08305450067387211,0.023144274741718124,0.01631987782045903,0.1055609834535506,0.053623890092373505,0.03210882773569523,0.06301159757939505
ap_srf_puhd,0.06498345190022976,0.02765512585679446,0.02469150608241435,0.19200294513556976,0.06306819564585425,0.047063450341093334,0.048826046588804795,0.09724664601181723,0.08709878554613903,0.05655666782420424
f1_srf_puhd,0.06623028224387555,0.09715788807337185,0.011700270846097406,0.2617320858418197,0.09871047567740723,0.07596594116845794,0.0745355991754574,0.12316597972116297,0.14070716523923277,0.0
f1_ci_srf_puhd,0.026436119115017354,0.0570679525005281,0.011725662729727871,0.13949803549829207,0.035746255700094674,0.02832819325023987,0.05916942807721122,0.04788641242619175,0.024347259114602234,0.04057884586649041
f1_max_srf_puhd,0.05533646453861279,0.03611580224167272,0.018625405385892257,0.123918362368235,0.04899291343381094,0.03770592585278202,0.08123608357621892,0.07930631570051058,0.07682387220663894,0.07021923307182729
roc_pubag,0.026277852370779026,0.000511889685008805,0.011092567902179789,0.07715125699518639,0.048256405784946936,0.015622271926193166,0.05801707055418179,0.03844763863015932,0.012300669757125548,0.053595082304462
ap_pubag,0.06416512591768503,0.07687984767915398,0.005506007099900059,0.28518167087830304,0.056020311069185945,0.031708909160241064,0.05966001610844019,0.068388213424846,0.0894499726522534,0.036234935687194395
f1_pubag,0.01969588842641198,0.09729288163393435,0.0037170744661629875,0.37874289378900045,0.009590497104147905,0.023551764989018124,0.026362995594969452,0.041481676267447774,0.04463586384491893,0.018548895013240228
f1_ci_pubag,0.007098568077050016,0.02310678733072625,0.00371120608768891,0.3747036870924157,0.00924035827404745,0.012647418281658981,0.006138638499061632,0.01305162226406654,0.012187687701101284,0.005402952969920654
f1_max_pubag,0.05695115414535926,0.0449173118492166,0.005906661251759193,0.21544322520921552,0.07493757725749858,0.0337784553243018,0.07631417888586323,0.05277378404252522,0.05934454241516306,0.06611664199497465
roc_elkno,0.09466215333550283,0.0037033691750371165,0.13081920490129195,0.1484580697443926,0.105011681979258,0.24488838070207644,0.1850090834727982,0.1264480947102031,0.039873523977714764,0.11254477171495142
ap_elkno,0.10663252168821119,0.04886666981141391,0.029415519124761574,0.21860179110202838,0.01913648245976958,0.2110232379033907,0.0515680368564201,0.11455696418586576,0.10290883009808761,0.03259495484953911
f1_elkno,0.017009411311860692,0.29975717337216906,0.0,0.18635648260149767,0.0,0.01242259997437963,0.0,0.0,0.20868539701938804,0.0
f1_ci_elkno,0.09738155890049571,0.26190441480312865,0.0,0.1445154525697355,0.0,0.16249413394189294,0.0,0.09841560708870657,0.15613570699661927,0.03296339340517177
f1_max_elkno,0.11906504384087384,0.31802731810425705,0.026897642211970423,0.2580447638488643,0.023132404232922368,0.18338360760366296,0.06609707889570142,0.10496652518221723,0.08842029341243063,0.05293162531118371
roc_spyem,0.08853329415827445,0.009037881432020816,0.03694427254251567,0.20630059378231258,0.09552117319902317,0.01831525654338576,0.21887773819864523,0.10418726644687047,0.10149082715265192,0.0670382382294567
ap_spyem,0.0526651023422811,0.12813550281534433,0.023105557343103992,0.017574446689251035,0.024896464829280002,0.07506970653636746,0.0429044960266613,0.06020733512243924,0.16773846237434573,0.02916079756676991
f1_spyem,0.050241936355981565,0.10102084602513563,0.04183920067982746,0.019462465819046145,0.04187192745954752,0.06369065297451465,0.08513819807209332,0.07088475038173894,0.028059192798477125,0.030953822779795703
f1_ci_spyem,0.054866659522517985,0.06382223732416135,0.03936233656828643,0.015130782211815,0.04030438848584804,0.026543879543696674,0.07957114342204212,0.06696889809778325,0.025669966610001534,0.024963984895605536
f1_max_spyem,0.055858576636620715,0.10726606663147618,0.04555798218643632,0.02146240027685906,0.04459293700995497,0.0742758739367569,0.09962472729230695,0.07344100559492227,0.03493597552726717,0.05477326535212815
roc_rnkpr,0.03342600231130674,0.008892503865806102,0.01717106317312923,0.11701691507699068,0.043457911580866024,0.019055196799495355,0.12652686864028528,0.08470101684730039,0.045068299186201144,0.04990370399153871
ap_rnkpr,0.054713156423771794,0.05818834157317922,0.016165774516236256,0.2390784656325135,0.03746088951327889,0.048815096396091426,0.028142775744680864,0.10481885946578835,0.13777840066505403,0.07190407594022767
f1_rnkpr,0.05531477203138637,0.04545822297728205,0.007364623489454321,0.26031582658301056,0.02058915834292615,0.036301913335142856,0.0971477206414989,0.07518047662679327,0.11195982945756443,0.039832973005528606
f1_ci_rnkpr,0.027188422206217294,0.1059794462677262,0.007585463090244052,0.24865881505748982,0.009561593142292293,0.025075649560331568,0.08672385571058219,0.0694873536826956,0.11287906447849631,0.017631656175304277
f1_max_rnkpr,0.045712677177753,0.044363186737100616,0.01205074943506747,0.26763765070392864,0.05054709243208839,0.03103226928901848,0.09920153024693008,0.09465553471728205,0.12037305931102855,0.07176749294225253
roc_welog,0.030224117260613467,0.0004411833544111391,0.01913459600703886,0.17911789454381738,0.04561104267031047,0.01615345895647784,0.1669030794914124,0.08993574617222715,0.047498655978982854,0.050194806204913685
ap_welog,0.044448920815256386,0.03343374807048801,0.016383225706566695,0.1900424900566244,0.03688630767098662,0.09753274589612435,0.06788087815779462,0.10020283988374754,0.12936344219535492,0.06776871727754573
f1_welog,0.02161604969462315,0.06990236597063967,0.008844894688816574,0.2401212611250219,0.01569797184651313,0.016838696925616875,0.06830975529959554,0.07444146878256384,0.08978515872278135,0.025978324964066653
f1_ci_welog,0.00882073598313479,0.06097287011658113,0.013662818657594961,0.19698609361263839,0.0016242949667706484,0.0026444832094658236,0.05880088384910308,0.046537036261650226,0.06258529892507793,0.006961754773376466
f1_max_welog,0.04355481058078283,0.03914029913493798,0.016605164853868856,0.24955853463113986,0.03824113051362404,0.05205554083967048,0.08721307317450097,0.08656138545902389,0.12172518611915589,0.06931759376457339
