,chile,cover,fraud_car_insur,fraud_creditcard,korean5,mammography,piechart2,pizzacutter1,satellite,winequality
roc_upu,0.012857350305740471,0.013519535692246513,0.011976043812165639,0.05333247158296177,0.028140401688552433,0.0386882444312905,0.08352512708149461,0.060803756753241976,0.043920418463980856,0.04339486646050834
ap_upu,0.05448547563432305,0.03333451824944591,0.024012746870400007,0.20774877465382163,0.06778634020694478,0.06844969444396388,0.06565328549216821,0.06152033155584162,0.10427199224029496,0.04058962027413858
f1_upu,0.027822164999080117,0.038831132956584545,0.035825875973030503,0.19930993298330396,0.04786078156698401,0.044852520760070506,0.14592387880074512,0.05154686390763896,0.055524926583095054,0.07283497578219944
f1_ci_upu,0.025231338731963034,0.06779855955915304,0.013525778337366432,0.10719365923183806,0.058989601587390306,0.037394640140708924,0.06838717239700441,0.0520328478830303,0.04238513613230585,0.053815194664035726
f1_max_upu,0.039693156646218836,0.034098613506584004,0.013911825886265283,0.14654750657238444,0.04118605460955082,0.05026780833894681,0.12336244185934388,0.04599265261751763,0.05793805408624651,0.06705871781398164
roc_nnpu,0.009381792465264986,0.008154844307953645,0.012238067167677917,0.046254787056384306,0.03657624571494574,0.021117708709565756,0.08952192709641743,0.06880344631271267,0.030566935977689755,0.03966302626978992
ap_nnpu,0.04238880494738164,0.035703687225630706,0.019121443412976672,0.21596303812625106,0.058116357019529094,0.05812338974101053,0.0633560179457209,0.08606692179692303,0.08084187612072632,0.038466577969733545
f1_nnpu,0.04812846480867778,0.06581383382129745,0.022985378064040905,0.2880701254403101,0.07199126746429794,0.0851536387595264,0.0,0.12660765643793712,0.09705944463177937,0.023537557681430087
f1_ci_nnpu,0.03515161646307198,0.0306182771990617,0.022338317871459668,0.19608498157376572,0.04246570156077307,0.04122712812073943,0.10428827742065636,0.10303786660169237,0.05146355861425254,0.08042561822318653
f1_max_nnpu,0.03370184295722296,0.03382580492021058,0.014725467759797538,0.15765332747304095,0.04159745125576548,0.04567583984449938,0.14653782643942054,0.07421755289897858,0.05856864869037456,0.0718905787669013
roc_imbnnpu,0.00964302907288128,0.007909595831788735,0.01264234352883278,0.06300497484486996,0.03097797325033393,0.02698825476913103,0.11244506039498078,0.059992858462676955,0.030329989827491317,0.044168269089641346
ap_imbnnpu,0.03729301722079217,0.0319577271970583,0.020574004900270292,0.18120732250207125,0.05824815358161479,0.06344209607063085,0.07678400131415057,0.07862912975919997,0.08096252348712439,0.03684391580986654
f1_imbnnpu,0.07188811155752464,0.07207194862843486,0.028314575634429438,0.2697824276099309,0.0777304432976258,0.08242257548679997,0.0,0.10727029356552562,0.09311894777775773,0.034363930509622484
f1_ci_imbnnpu,0.027710665082518376,0.03875457178865898,0.02373231735315955,0.1687683659218018,0.037757059289776254,0.03403088521052695,0.09299786655119616,0.08332941444362622,0.06656675683619677,0.06747987707669827
f1_max_imbnnpu,0.029656949616422106,0.03477401186898562,0.013984008905075711,0.12715882755081542,0.0425995859458682,0.04505384190704912,0.11187641570494372,0.07081851135278175,0.06392084540815555,0.054590733003383705
roc_dt_hd,0.028393757594207918,0.04170435044802156,0.01091302454115591,0.14650782294328746,0.04068749727934808,0.03060932259245819,0.07841274608455198,0.0799663863444072,0.061458890179247626,0.06294017085145774
ap_dt_hd,0.04675765932200058,0.098474662714356,0.01761685030478259,0.28754923092528084,0.09185693053494269,0.07496393119912265,0.02539398803847958,0.06550180926602071,0.12068960644157728,0.03459381171256
f1_dt_hd,0.08878419476630019,0.08856280538599334,0.029725389027205857,0.3012040400670455,0.06251295741565818,0.13209377440999795,0.07694837640638655,0.13170518675766066,0.12747404591873834,0.04969039945030492
f1_ci_dt_hd,0.07267304100874523,0.058839164143448495,0.00911043300408831,0.2800512681308052,0.06028641319693853,0.07670946352307229,0.07625611580894918,0.05523929456908074,0.11628197788991133,0.033512697881150286
f1_max_dt_hd,0.04705336060459826,0.04968609041293659,0.016491737137961184,0.2800512681308052,0.05619340328640245,0.0632705459348064,0.08585192961933102,0.06010835358105037,0.10342776569610014,0.045275452705577916
roc_dt_puhd,0.024366705780092836,0.040538313954110394,0.014326500727158653,0.12676014661509233,0.027826434036174956,0.03895257388700026,0.09253785002458229,0.08816800024010571,0.05359137836574888,0.06621516374944578
ap_dt_puhd,0.05324381227036527,0.08718622996415053,0.0198584581364451,0.23695731888890606,0.07668644346086441,0.06768327716966455,0.05532879276772945,0.06833418747672991,0.11415289946649973,0.03461988867967223
f1_dt_puhd,0.0942039830708412,0.05054396757806446,0.02570235540812372,0.22905782141121092,0.06201039898593981,0.12168647347297454,0.1158788808318274,0.1176876854971444,0.1011035642557812,0.05685585617885112
f1_ci_dt_puhd,0.0694928406737147,0.05952330737885056,0.008796137778555148,0.22905782141121092,0.07912670003828058,0.08345515540698548,0.08888207420347881,0.05517811867789142,0.10060656153698085,0.03598630214288017
f1_max_dt_puhd,0.03714557624283351,0.051921240174161755,0.020129523461087113,0.22905782141121092,0.044453614045372236,0.06292674579777462,0.1092434236027152,0.06294298677676116,0.09559027346943447,0.046909548303457164
roc_rf,0.01013674655626294,0.0040478912913836556,0.014974603793482597,0.08399495988089098,0.030607228329474344,0.020830604458839448,0.1069407439331537,0.035335070985156765,0.01590342360043036,0.04364446988595586
ap_rf,0.03760247704402256,0.020744457906667388,0.0162864409337062,0.20854703923142895,0.07247218224052913,0.07550855123023123,0.09074819283773751,0.08389138659215105,0.061829099004697796,0.03045378576111527
f1_rf,0.037425554768420695,0.043075948617182946,0.01786406069746143,0.30047937447982503,0.0661038426378034,0.046556007016946566,0.12265328760656771,0.10063333243160535,0.09347655116925067,0.0742125906953649
f1_ci_rf,0.005881539857716017,0.05232353204385143,0.006860939361114495,0.13552773784729394,0.02421543714755981,0.050740786121365,0.029112463071609394,0.029025012445872106,0.014408104913616096,0.007661767050019606
f1_max_rf,0.028124967615400946,0.03128633810422216,0.013545879585435516,0.1564443927809876,0.04901686115576343,0.04983133700554086,0.11360490335887298,0.055333627928759635,0.06519323493943303,0.050162790866003594
roc_rf_puhd,0.01299954907896869,0.005444205938922945,0.012877867115733056,0.08324554594640905,0.032188703395268574,0.02120694328723457,0.09446105995064395,0.04791054386649419,0.023494953300820555,0.05493914416990468
ap_rf_puhd,0.032815864426602046,0.02070201845488996,0.02290955512444767,0.20046197770098967,0.05446485218596561,0.058555901967450356,0.04334588155352147,0.08761478861149441,0.06348054405744973,0.04177929212009624
f1_rf_puhd,0.04926007800953309,0.06698153350815508,0.01270060622670068,0.3106146298845798,0.09305698258833238,0.09616082410917405,0.0,0.09757233004634241,0.08834399913734121,0.0
f1_ci_rf_puhd,0.023496495259103873,0.06403879697572581,0.009952536699124345,0.09824631302232913,0.03475313996122718,0.026862781818166325,0.043286854216288057,0.048264624250802614,0.026798006297482614,0.04309171927659679
f1_max_rf_puhd,0.032033675175649395,0.02762386021458057,0.01730636016709799,0.13217232107642085,0.04694129337197322,0.0486513444482564,0.07447955860742235,0.07757512107246015,0.05460291181537535,0.0539906348039159
roc_srf_puhd,0.011746917432394012,0.005455141142259582,0.010477255810336216,0.0831175234457526,0.03085688243842125,0.017992144827141326,0.11228552690605395,0.04657538877920154,0.022377555031649014,0.0548417884170396
ap_srf_puhd,0.01950816427750124,0.020040873640368183,0.01823728481157175,0.2056976513770156,0.04239827670829829,0.05705444333879222,0.07416645134386837,0.0832038296231193,0.06349192993436656,0.04674516795442799
f1_srf_puhd,0.04771477997389836,0.05021003037849836,0.018026992456084495,0.2696495236875355,0.0831901331771931,0.07381583338840848,0.0,0.12614367643237204,0.09586517772714379,0.0
f1_ci_srf_puhd,0.012014202966027692,0.05162971000975739,0.005630414807583968,0.11742791520453538,0.03388967295060193,0.02056203818217906,0.04098160477340745,0.04257482618373446,0.027521479325514134,0.029884661616909326
f1_max_srf_puhd,0.023938774725622593,0.03049172975120957,0.011298275673775853,0.1398632774883635,0.04268490353824927,0.046864552745339176,0.09355513545021979,0.08392700638639347,0.054476446371538784,0.06308932677676488
roc_pubag,0.01657881730202907,0.00048485036773595816,0.010828540223240207,0.08240476687066824,0.049823088879414945,0.014146302980034189,0.07590488349099168,0.0317651592301463,0.004785103014806506,0.055168204762293296
ap_pubag,0.04517380497341943,0.06778390772777347,0.004660624227489397,0.25801293329876107,0.05402916925678504,0.025124258432044515,0.07597441775211107,0.044178218155267526,0.08937985941892657,0.03017257322267066
f1_pubag,0.013259042644125231,0.08633013157537718,0.004781028277334901,0.3154634810164111,0.010599483288387357,0.013128898892961472,0.03322340851115922,0.04432492416793011,0.042477560638420064,0.021778108374199752
f1_ci_pubag,0.006550293779715375,0.027455882493568114,0.005082554354259008,0.2500925489477656,0.008921642915363926,0.011121037005835282,0.005085594869429197,0.008114530914394071,0.010598559193830981,0.004439970799865581
f1_max_pubag,0.04011362158426198,0.03539859976521785,0.005545068231830767,0.2173370676910166,0.07287657480699493,0.031033125810015064,0.11360883373522228,0.052558206433058294,0.06865683035933194,0.04573995072709781
roc_elkno,0.030202385406935348,0.001884789007044665,0.15104763943279947,0.1961381287559002,0.10727817883116193,0.057353077960996486,0.24635518931024106,0.11193574506043244,0.03370964903347495,0.11649157773157463
ap_elkno,0.05394869905138791,0.029875027527249173,0.03697755111042392,0.23144823251285424,0.02139891658118885,0.15565060645956816,0.08482705510082618,0.093178241653968,0.1171932943033451,0.031860548073763734
f1_elkno,0.07316362970530352,0.11657786198905802,0.0,0.17498202411209304,0.0,0.028716127579070803,0.0,0.05514760935326169,0.22165397120102,0.0
f1_ci_elkno,0.141390829108197,0.04808258148950262,0.042392800219276675,0.19343145014505744,0.0,0.06888399329510474,0.01044891579106843,0.10953192324129693,0.10377067591465398,0.07148710254466059
f1_max_elkno,0.14346722346667315,0.03766136073789592,0.03562000673214001,0.2874149943917043,0.018935047251605858,0.19292136205094343,0.05113278032412003,0.08553403540086467,0.17358533187858705,0.0394926776410267
roc_spyem,0.055027753603037854,0.007000268524671096,0.04104492129056546,0.05486447263375655,0.08669948853176211,0.02125344907164031,0.20927679714444408,0.11008232337184022,0.09879861617633756,0.08143685204775186
